age,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
47,8.85,103,7.02,2.76,10,87,139,8.24
38,9.98,31,6.38,3.14,10,117,266,10
47,1.84,49,5.48,8.32,2.67,96,261,5.2
45,1.17,48,8.31,8.92,2.86,12,34,1.7
48,3.06,2,8.02,9.37,3.94,100,240,2.65
43,5.21,71,5.95,5.87,7.89,70,233,7.05
39,6.15,115,4.57,5.03,10,19,122,10
38,9.76,4,4.02,5.88,10,25,156,7.95
18,9,56,4.46,4.69,10,105,199,8.41
54,6.06,83,4.77,4.89,8.8,87,109,6.59
30,4.26,43,7.29,6.46,5.24,119,180,5.26
38,3.89,24,5.1,8.8,3.5,92,36,3.54
26,6.15,69,7.17,6.66,10,89,179,10
34,7.49,91,5.64,5.32,7.98,55,48,6.41
38,5.33,22,8.48,8.16,4.83,95,45,4.41
48,3.74,87,6.35,7.23,6.72,39,223,7.05
56,6.52,9,7.36,9.31,3.96,55,263,4.21
39,6.02,9,6.3,5.25,9.41,103,135,9.54
29,4.85,32,8.56,7.12,7.02,114,169,5.82
23,7.74,72,7.44,4.34,8.71,60,116,9.01
33,3.54,17,7.21,7.9,3.34,16,35,4.41
43,5.36,66,6.96,5.1,7.42,57,49,5.1
22,9.46,96,8.94,2.19,10,63,270,9.23
26,7.51,73,7.42,4.67,10,32,286,10
57,4.49,26,7.77,8.18,4.74,55,254,4
31,5.92,34,4.41,6.32,7.18,98,163,7.4
59,4.65,61,8.07,7.68,4.52,102,80,5.17
47,2.01,17,6.98,8.19,4.52,41,21,5.91
43,4.01,6,5.68,7.08,7.93,30,97,7.06
46,8.74,70,6.91,4.23,10,46,290,8.37
36,5.15,85,7.13,6.25,6.73,19,43,8.2
25,6.26,9,5.3,8.19,5.29,42,55,4.67
40,2.63,26,6.19,9,1.1,106,85,1
59,4.21,108,7.61,7.08,5.65,15,66,7.37
52,9.36,67,5.13,3.59,10,69,245,10
48,3.83,75,8.18,5.71,7.22,11,259,6.64
52,3.26,66,4.39,6.35,5.39,102,131,2.55
49,1.5,54,6.91,8.5,4.05,16,185,4.94
22,1.88,47,5.9,7.54,4.04,64,232,2.04
33,6.26,106,4.27,7.16,5.98,61,37,5.78
34,6.94,66,7.87,5.84,9.7,71,75,10
49,6.77,88,6.73,3.71,9.63,70,147,8.78
55,5.86,25,7.58,6.5,7.44,114,272,7.69
49,5.42,39,5.9,6.64,6.32,58,31,6.44
37,1.65,70,8.3,7.04,4.68,73,142,6.71
19,8.57,45,4.42,5.72,9.77,87,184,9.25
37,5.62,97,5.17,5.64,7.16,89,161,7.31
35,2.19,73,7.97,8.45,3.54,2,290,3.43
18,2.22,66,8.77,7.78,4.13,97,178,3.22
46,5.62,119,8.23,4.21,10,33,151,10
46,3.2,91,5.15,7.27,4.81,86,245,3.65
36,9.3,10,5.74,4.6,10,98,67,9.44
57,5.49,50,7.83,5.29,9.29,14,47,8.77
23,9.81,31,8.73,4.51,10,64,259,9.53
56,7.61,71,5.45,7.2,7.08,53,80,7.32
25,8.3,19,5.93,6.41,8.74,63,214,7.97
41,4.5,4,4.11,8.41,6.61,8,39,6.37
37,2.21,40,6.52,7.21,4.91,51,262,5.51
31,7.21,12,4.44,6.79,8.57,72,232,8.74
22,4.66,74,4.43,7.77,2.89,95,116,1.49
58,9.54,97,7.81,5.14,9.9,47,30,10
57,2.74,107,5.72,5.55,6.3,112,227,5.45
51,6.64,2,8.68,7.1,8.3,18,148,8.36
33,8.79,14,7.58,5.61,8.76,90,67,9.75
24,4.63,96,5.47,8.18,3.91,55,44,3.57
33,9.58,55,7.41,4.05,10,90,22,10
24,1.69,42,8.33,8.26,3.02,74,256,1.73
44,6.28,73,6.18,6.55,7.93,103,23,7.04
31,8,66,6.81,5.47,10,90,221,10
31,2.82,45,5.09,9.23,1.84,85,150,2
50,1.52,116,6.01,5.83,4.21,77,138,5.81
50,1.72,47,6.9,8.98,1.08,21,197,1
37,3.87,104,7.08,7.18,4.36,5,275,3.67
53,3.01,77,7.6,7.63,3.59,89,83,2.7
24,3.02,116,8.79,8.23,4.44,117,60,3.48
49,5.13,96,8.19,5.15,8.11,107,152,9.24
20,1.76,96,8.26,7.18,3.35,66,130,2.86
56,9.96,35,6.79,4.48,10,1,214,10
46,7.26,22,4.72,7.07,7.88,116,177,8.23
41,1.27,54,7.18,9.42,1.87,101,278,2.22
39,7.23,54,6.03,4.9,8.83,34,32,7.78
23,8.13,53,4.16,4.85,10,87,213,10
41,2.72,64,4.97,7.88,4.54,86,186,4.2
57,8.56,90,7.8,4.79,10,75,147,10
40,6.51,50,7.16,6.45,7.47,3,90,6.87
55,8.39,31,8.89,3.41,10,93,121,10
27,7.45,84,8.62,6.73,7.85,75,83,8.47
33,7.34,107,6.97,3.82,10,94,42,8.31
28,2.42,19,4.77,7.71,5.03,58,282,3.98
49,3.84,90,5.68,5.42,5.61,13,214,5.37
23,5.71,35,5.17,6.55,8.17,95,206,7.9
41,2.01,104,6.35,7.27,5.3,112,191,4.87
50,5.31,31,8,6.36,7.3,55,165,6.41
29,5.01,102,8.11,5.63,7.67,45,252,9
44,3.09,56,4.89,5.79,6.46,30,245,6.65
55,2.8,28,6.75,6.29,5.16,64,29,4.27
35,3.23,45,7.38,8.2,2.92,100,262,1.96
56,6.45,86,5.98,5.33,7.69,84,176,7.42
30,4.73,34,8.53,8.12,3.69,44,97,3.65
57,4.73,78,5.8,6.44,7.02,42,89,7.51
47,2.64,106,6.45,6.38,3.74,70,138,3
58,8.09,73,6.93,6.16,9.79,15,296,8.88
30,7.3,51,6.14,5.03,9.93,81,23,9.5
51,4.86,14,8.82,8.65,5.89,84,153,6.31
53,2.28,88,7.8,9.03,1,109,229,1.88
47,7.43,80,8.15,4.56,10,71,219,10
42,9.09,50,7.76,5.4,9.75,52,63,9.55
19,2.6,30,6.94,8.91,4.3,57,84,3.89
53,6.42,74,4.14,5.58,7.96,36,184,8.57
35,4.82,83,7.82,6.82,5.41,20,234,4.28
22,1.79,94,7.06,6.93,4.26,73,119,5.21
36,7.53,15,4.4,6.72,7.61,119,54,7.15
59,1.64,35,4.59,8.37,2.88,70,24,3.44
35,7.32,38,6.41,5.3,10,35,272,8.7
49,3.53,10,8.26,6.69,4.86,55,151,4.7
38,6.09,19,6.77,7.6,7.45,34,85,6.07
27,2.44,89,8.6,6.4,5.44,42,236,5.05
54,4.34,55,8.08,6.76,6.81,69,102,7.11
39,1.94,112,7.15,7.22,3.69,92,105,3.57
30,5.21,114,5.57,6.76,7.15,99,223,7.13
34,2.92,89,8.26,6.56,5.32,113,214,4.47
26,2.69,41,7.3,6.78,5.52,0,138,5.21
41,1.96,46,6.76,7.51,4.49,46,230,5.49
31,7.89,5,6.5,6.92,8.61,14,94,7.21
25,6.76,108,5.06,6.13,9.76,76,129,10
54,2.41,34,4.08,9.38,1,8,296,1.6
36,5.25,7,7.58,7.21,4.6,99,262,4.79
45,6.95,70,8.6,3.78,10,75,242,10
58,8.9,36,4.92,3.56,9.59,8,81,10
47,1.54,49,8.67,8.66,1.28,6,253,1
24,4.26,116,4.36,5.63,8.65,76,104,7.66
43,6.54,15,6.76,6.67,6.56,80,46,6.12
57,1.14,8,4.58,8.91,3.11,41,140,3.07
28,3.19,74,8.45,6.2,7.79,68,130,9.45
31,7.7,84,4.52,5.88,10,5,281,9.72
38,4.2,59,5.26,5.89,7.82,39,86,9.32
25,1.76,50,8.03,9.12,1,26,82,1
20,6.64,45,7.44,6.91,7.5,37,288,7.69
45,3.25,70,5.94,6.61,5.2,71,278,3.59
46,7.31,11,8.18,7.01,7.3,0,164,4.76
40,9.1,63,7.18,5.14,10,98,60,10
35,5.75,114,5.3,4.6,10,0,260,10
52,6.39,103,7.7,4.78,8.73,13,244,9.08
30,5.63,20,5.67,9.5,3.28,20,178,5.07
29,8.36,4,8.08,7.58,6.41,50,257,7.55
22,3.18,5,7.91,7.32,5.48,113,197,7.01
56,4.61,42,5.54,5.21,7.16,54,286,7.79
28,9.06,25,4.52,5.35,10,109,81,10
28,7.51,92,8.1,4.05,10,59,139,9.1
59,3.88,53,5.82,8.04,4.2,17,37,3.26
48,8.49,2,5.63,4.99,10,90,158,10
48,3.15,10,4.09,8.74,4.98,75,240,6.33
30,6.71,86,7.63,6.63,6.9,98,110,6.85
31,9.61,24,5.37,3.39,10,37,166,10
59,6.17,11,6.18,6.44,7.06,35,36,3.74
42,8.2,64,8.5,5.1,10,7,159,10
50,7.62,3,4.63,6.3,9.34,102,213,10
50,8.79,51,4.19,4.81,10,110,255,10
32,9.72,64,6.8,5.02,10,70,63,10
33,1.2,69,7.5,7.63,1,2,178,1
55,1.25,33,6.64,8.22,2.07,7,58,1.08
23,6.35,90,5.7,7.11,6.81,29,54,8.15
42,9.59,108,5.81,3.38,10,39,255,9.5
32,5.37,15,4.75,5.44,5.72,39,82,8.22
21,8.56,74,5.56,2.88,10,42,236,9.18
21,7.91,13,7.79,6.37,7.75,91,248,6.02
47,5.48,101,6.5,4.84,9.71,106,200,8.74
51,5.62,111,8.45,5.95,8.25,67,206,7.76
44,4.92,112,4.84,6.08,6.17,2,85,5.06
48,3.27,73,6.21,4.67,6.07,82,203,6.13
49,8.73,60,7.51,5.18,10,18,232,9.39
56,2.89,52,5.36,7.86,4.4,20,79,5.75
26,9.16,117,5.33,3.44,10,68,32,9.63
58,4.24,57,4.53,6.38,5.09,107,134,4.59
25,1.24,62,8.46,6.57,4.06,94,75,4.69
31,2.52,12,4.86,7.86,5.32,24,255,5.27
50,8.99,44,8.85,2.21,10,112,251,8.51
40,2.16,97,6.24,6.57,5.2,92,208,4.57
38,7.65,96,8.91,3.68,10,16,154,8.78
29,2.65,54,4.2,9.31,2.39,20,207,3.12
19,5.49,32,6.84,6.5,6.77,65,269,8.85
30,2.85,61,7.45,6.81,4.32,43,103,4.15
21,4,38,6.58,7.95,3.53,11,106,4.15
37,2.12,12,6.85,10,1,53,295,1
31,6,80,6.69,8.28,7,2,292,6.98
47,4.29,72,4.75,4.86,8.83,108,61,9.83
46,4.29,12,6.66,8.34,3.54,58,157,2.6
25,1.35,15,6.71,8.09,4.99,62,188,4.16
29,2.23,100,5.78,8.19,4.02,99,184,4.58
58,7.37,53,7.04,4.4,9.1,63,165,9.07
55,3.63,29,6.06,7.13,4.61,92,158,4.92
43,4.98,38,7.78,8.3,4.32,115,295,5.2
19,7.87,96,4.19,3.88,10,117,297,9.07
57,5,103,4.05,6.2,6.36,90,269,5.37
31,3.03,63,6.62,8.96,3.34,52,104,5.56
23,5.95,69,8.95,6.08,8.71,78,134,9.18
59,8.21,11,6.23,5.51,9.49,11,52,10
57,6.4,1,4.06,6.8,5.65,110,26,7.72
48,4.78,32,5.59,7.81,7.49,110,197,8.18
34,2.13,14,6.34,7.85,4.32,97,265,1.59
42,3.24,80,8.51,7.52,4,67,192,5.23
49,9.52,51,4.61,5.56,10,15,132,8.86
29,7.95,34,8.62,6.8,10,100,123,10
30,1.79,94,8.7,7.76,2.57,100,207,1.66
36,1.05,93,7.2,7.62,1.98,58,20,1.31
42,2.58,37,5.13,6.19,6.23,73,207,7.07
48,9.5,79,6.68,3.81,10,17,123,10
54,6.22,41,8.08,5.48,7.52,16,72,7.4
42,8.55,108,5.79,3.63,10,70,241,8.46
33,5.19,103,8.53,4.57,9.01,2,159,8.85
55,8.44,80,4.43,4.3,10,36,208,10
40,1.31,6,5.54,9.85,2.3,40,117,3.36
31,4.84,55,8.97,7.17,4.27,97,41,3.25
23,4.4,4,6.92,7.94,4.14,119,197,4.38
42,9.83,39,6.95,4.36,10,20,152,9.82
40,3.7,60,5.2,6.65,6.24,60,110,6.05
29,4.75,90,8.29,6.16,7.17,6,88,5.75
30,7.83,64,6.15,6.22,8.13,22,97,8.39
53,8.93,65,7.97,3.75,10,3,254,9.84
56,8.91,67,8.05,4.08,10,22,123,9.51
51,4.55,64,4.87,6.38,7.4,29,275,8.61
23,9.54,92,6.51,2.17,10,53,45,8.62
55,6.88,84,5.92,6.03,7.99,74,239,8.43
57,8.66,41,4.77,3.43,10,24,152,10
25,9.34,34,4.62,5.72,10,10,42,7.84
25,3.1,97,4.23,6.41,4.29,73,182,5.54
57,5.49,102,7.51,7.01,5.91,67,237,6.25
50,6.29,65,7.91,6.15,7.17,5,210,6.57
51,8.22,24,6.36,4.5,9.7,31,273,9.66
32,4.61,5,6.82,6.75,7.27,3,53,8.46
53,2.89,7,5.31,9.71,1.59,8,242,2.1
52,7.69,34,7.57,4.79,10,42,96,10
39,6.33,52,6.92,7.2,6.2,111,229,6.49
40,9.08,18,8.41,5.52,10,9,146,9.97
57,6.9,8,7.73,6.4,7.77,63,232,7.41
39,1.15,32,4.09,10,1,27,114,1
22,9.7,7,8.05,7.22,8.01,48,290,6.89
48,6.34,37,4.14,6,10,113,195,9.79
30,6.36,31,8.07,6.12,7.86,46,150,8.7
45,9.18,22,8.94,6.01,10,12,173,9.74
37,6.97,33,6.4,7.54,6.39,31,139,6.03
50,5.31,86,5.13,6.67,7.75,119,210,9.95
33,1.97,45,4.05,7.97,2.81,52,48,2.9
46,9.66,31,4.75,3.37,10,37,84,10
40,1.71,0,6.52,9.31,2.89,43,126,4.19
41,2.53,6,8.03,9.57,2.84,53,178,2.65
51,8.38,106,8.36,3.77,10,80,228,10
24,5.41,111,7.42,5.31,8.35,118,80,8.86
55,2.6,23,4.43,8.79,4.78,17,21,5.46
54,3.58,1,8.96,7.39,4.94,70,109,4.67
21,9.95,17,7.74,4.22,10,13,250,8.42
51,6.26,82,6.13,5.59,8.21,95,31,8.36
59,4.61,105,8.07,5.72,8.43,106,123,9.04
39,8.89,99,6.94,4.36,10,58,111,10
22,5.32,55,7.01,6.38,6.15,73,96,7.07
59,3.77,91,8.86,5.12,7.14,116,150,8.05
40,2.48,98,8.01,4.76,6.05,51,147,8.81
32,7.7,31,5.31,6.66,8.38,90,33,8.38
48,6.37,76,4.88,5.27,9.81,63,143,10
26,1.83,69,4.86,8.15,1.87,104,136,2.19
42,6.32,92,6.27,5.2,10,40,187,9.05
42,2.44,9,5.94,9.44,1.74,5,134,1.33
38,9.84,39,6.26,3.53,10,64,159,9.87
26,3.34,73,4.31,8.16,1.56,32,76,1.81
55,7.26,33,5.01,7.61,6.35,9,288,6.27
39,6.9,83,7.99,7.66,5.03,49,193,4.64
40,7.22,110,7.79,3.18,10,81,209,10
21,4.87,32,5.97,8.02,6.67,41,288,6.47
46,1.67,74,5.95,9.36,1.49,62,287,2.4
32,9.82,87,8.42,2.68,10,79,72,10
18,2.72,96,4.91,6.1,4.72,39,50,4.84
47,7.93,56,5.79,4.13,10,10,135,10
46,2.24,21,7.82,8.95,2.83,43,141,1
37,3.53,47,6.87,8.86,3.38,82,269,1.94
50,6.04,75,4.3,3.09,9.79,91,21,10
58,4.72,93,4.06,5.11,7.99,0,141,6.22
53,9.62,31,4.1,4.26,10,101,66,9.62
39,8.63,107,7.28,4.05,10,23,67,9.38
30,9.3,82,7.11,4.01,10,94,268,10
24,6.77,44,4.22,6.01,7.33,46,173,5.33
25,2.97,103,4.66,5.56,7.8,30,286,9.5
45,5.67,1,7.61,6.36,6.03,62,41,7.34
26,7.89,114,5.55,4.13,10,74,221,10
42,1.58,77,8.96,8.76,2.46,12,226,3.62
33,8.77,54,5.56,3.69,10,37,69,8.19
27,6.68,58,5.68,5.89,7.68,67,29,6.56
28,7.51,32,6.1,5.11,7.89,24,49,6.61
48,7.25,95,8.14,3.49,8.67,63,224,5.93
29,8.63,104,6.79,3.75,10,41,249,10
48,1.79,82,8.29,8.03,4.42,103,206,5.01
31,4.39,13,6.14,6.94,7.12,45,109,8.07
49,5.52,67,7.04,6.22,8.14,16,44,5.77
34,5.92,65,4.02,4.65,9.93,5,34,9.41
52,9.48,73,6.88,6.1,10,87,237,9.57
18,1.38,58,4.4,8.26,5.06,35,81,4.58
46,8.8,92,4.97,4.88,10,90,200,8.87
21,5.97,14,8.99,6.65,8.34,72,265,8.77
40,5.99,30,7.19,6.81,6.92,78,205,6.36
45,3.88,96,8.35,6.8,5.08,56,256,4.45
33,6.79,28,4.29,6.57,7.28,17,128,6.46
29,6.82,74,5.92,5.38,10,60,113,10
38,2.7,111,8.31,6.85,4.8,88,291,3.97
34,7.09,108,6.05,4.7,10,50,253,9.61
57,3.4,103,5.27,5.72,4.98,118,223,3.62
30,7.2,72,6.4,5.74,7.87,41,247,9.35
49,6.51,46,6.35,5.87,8.25,77,160,8.56
54,7.44,56,8.95,5.84,7.14,70,216,8.97
32,1.18,57,5.77,6.94,4.57,28,75,6.07
29,2.13,92,8.79,7.86,3.73,1,298,5.32
32,8.56,100,8.56,4.42,10,38,124,10
51,4.43,84,6.25,7.07,6.57,3,164,4.93
23,8.53,30,8.72,5.96,7.86,7,243,6.82
34,1.56,52,7.64,8.62,1.97,71,298,1.02
37,7.92,85,8.43,4,10,86,58,9.91
26,1.75,63,8.46,7.75,2.21,27,277,1.66
22,5.21,115,4.43,4.55,7.87,97,220,8.33
40,9.44,81,8.48,3.36,10,54,86,10
50,1.7,1,6.45,9.56,4.52,3,124,4.59
55,4.16,59,7.19,5.36,8.06,23,233,8.01
31,5.67,85,5.5,6.12,8.17,7,270,8.01
34,9.1,100,7.23,3.75,10,64,119,10
36,3.99,83,4.14,5.49,7.44,79,194,7.84
50,8.26,47,5.86,4.82,9.8,30,158,10
18,7.46,47,7.14,5.11,10,23,65,9.41
30,3.76,117,4.98,6.8,6.23,60,58,6.92
44,4.07,60,7.36,7.27,5.77,25,159,6.65
23,2.72,3,8.14,7.83,4.73,75,151,3.98
23,7.24,25,4.19,5.41,10,107,262,10
50,6.07,83,7.02,5.79,9.29,62,71,9.77
47,2.39,21,6.9,9.83,4.09,51,274,4.37
52,6.58,42,7.91,5.8,9.13,44,202,9.56
40,5.49,19,7.49,6.98,6.96,17,119,6.4
27,1.83,92,6.27,6.29,5.51,55,98,4.92
36,9.58,47,5.77,4.2,10,78,162,10
45,8.51,94,8.93,3.23,10,35,232,9.41
40,1.64,60,6.51,9.51,1.48,89,36,1
21,9.38,22,6.04,3.56,10,37,95,9.27
37,9.25,107,8.97,2.2,10,53,221,10
36,1.38,60,4.9,9.02,1,73,99,1.92
59,2.81,101,4.93,7.15,3.62,23,25,4.75
44,7.32,79,8.88,5.45,9.84,20,297,9.51
51,9.41,62,7.29,4.41,10,70,64,8.74
21,8.41,18,6.6,6.07,10,44,279,9.39
55,3.54,74,4.34,7.3,4.71,5,103,3.91
24,1.3,75,5.78,8.52,1,110,214,1
24,5.26,99,6.17,6.53,8.21,45,43,7.8
43,1.83,12,6.56,8.06,2.56,53,92,2.02
43,3.21,1,6.18,7.23,5.91,32,114,5.39
36,6.76,50,6.19,6.17,8.81,20,189,9.2
26,5.46,74,8.97,5.79,6.32,63,163,5.18
37,4.39,0,8.87,7.05,5.32,20,52,5.15
59,9.37,40,4.43,6.04,9.62,49,151,8.5
33,2.74,9,4.84,10,1,8,34,1
34,5.39,2,8.71,4.74,7.93,60,287,7.26
39,6.16,7,5.59,4.55,9.16,119,124,8.85
30,3.9,79,7.06,7.15,4.69,115,55,4.9
29,7.35,35,7.99,3.19,10,29,187,10
27,8.81,106,6.35,5,8.4,49,149,6.77
18,5.87,39,4.08,7.66,6.26,27,215,6.5
49,8.03,38,8.14,5.32,9.48,111,259,7.89
47,1.55,83,7.78,7.99,3.66,84,259,5.57
25,2.38,46,4.21,7.66,2.92,73,103,1
38,5.16,118,8.49,4.73,8.87,70,182,8.75
39,9.29,59,8.29,3.61,10,22,182,8.67
35,5.78,7,5.38,7.79,7.25,54,222,7.05
19,4.89,73,4.4,6.83,7.9,101,49,6.73
26,6.4,114,6.02,5.41,8.75,24,56,9.62
20,2.12,36,8.37,10,1,14,101,1
43,6.88,62,6.41,5.29,9.18,90,183,7.15
38,1.85,95,5.41,8.13,2.14,2,147,2.11
47,6.19,26,5.16,7.32,5.74,102,233,6.05
45,7.43,94,5.78,3.8,10,17,217,10
53,4.7,2,8.97,7.1,6.73,72,118,5.73
43,9.2,38,8.39,4.64,9.47,68,87,9.74
51,2.37,5,6.74,7.85,4.13,88,82,3.92
25,2.54,80,8.04,7.51,5.92,78,258,5.71
27,5.65,9,5.58,6.87,5.61,78,275,5.72
31,9.38,84,7.08,2.63,10,15,275,9.04
57,4.52,28,8.36,7.48,6,101,186,4.93
32,9.34,28,5.84,5.07,10,23,78,10
34,7.24,19,8,5.82,9.03,36,157,9.25
35,8.04,78,7.07,5.13,10,77,177,9.29
49,9.44,65,7.08,4.76,10,112,268,10
55,6.15,96,4.21,4.05,10,94,101,10
40,6.77,11,8.5,5.65,9.35,30,240,10
40,6.21,12,7.88,4.36,10,105,29,9.71
52,8.06,107,4.18,6.44,10,43,89,9.99
56,3.46,107,7.05,4.8,7.1,20,139,6.76
32,8.09,38,7.73,7.04,9.36,21,39,8.95
41,7.42,38,7.98,6,7.01,44,227,9.06
45,6.42,101,4.44,3.71,9.28,84,65,8
33,1.35,44,7.2,9.48,3.11,32,259,2.29
33,7.97,84,5.16,4.7,8.32,96,141,7.38
57,2.19,40,6.26,9.51,1.41,99,126,2.21
56,9.66,79,6.63,4.49,10,94,260,10
23,1.73,97,4.14,8.77,1.38,60,56,1.53
19,7.48,90,5.5,4.48,10,79,100,10
30,4.24,42,7.99,7.34,6.73,111,140,6.64
26,7.62,61,8.21,6.5,7.96,93,270,7.78
51,5.67,2,5.65,6.46,6.32,15,58,4.16
34,6.67,8,6.21,6.93,8.65,10,275,8.85
44,1.68,43,8.16,7.7,2.63,118,54,3
46,9.7,33,5,5.23,10,56,47,9.52
54,1.03,18,7.65,9.09,2.21,35,293,2.98
39,9.47,101,6.04,3.76,10,116,57,8.66
41,6.11,89,8.94,6.81,7.37,110,262,6.66
24,3.32,86,7.01,6.74,5.7,36,199,6.09
51,6.74,17,4.74,6.63,8.54,89,107,8.01
29,7.06,108,4.86,5.69,6.31,36,96,7.59
40,7.57,45,4.14,5.14,10,11,160,10
32,1.15,103,7.57,7.4,3.21,45,70,4.08
50,9.85,40,6.22,3.03,10,43,162,10
30,6.56,108,4.05,4.74,9.77,67,179,10
40,4.4,48,4.51,8.14,5.08,86,70,2.98
55,6.14,101,5.45,4.66,10,96,229,9.51
49,2.61,51,6.12,7.53,3.92,115,29,3.17
52,3.23,73,8.69,6.53,4.08,36,150,1.87
18,1.77,42,6.71,7.04,3.78,22,176,2.8
22,8.91,9,8.47,4.87,10,95,162,9.39
30,3.26,84,5.25,6.69,3.43,106,284,3.91
22,7.66,37,5.66,7.39,6.18,18,115,6.5
49,3.47,37,8.4,7.49,4.41,49,150,4.03
38,2.31,46,6.46,8.51,1.86,83,131,2.56
41,1.97,6,6.95,9.04,3.83,6,98,3.73
35,8.74,11,6.87,6.21,9.69,110,32,8.61
38,2.08,51,7.23,6.55,4.28,113,27,4.06
27,1.78,104,6.94,7.61,2.12,31,118,1
41,1.08,32,7.47,8.79,1,70,129,2.24
57,4.3,88,4.74,6.73,6.81,39,187,7.11
38,9.48,91,7.55,4.44,10,5,215,10
42,9.18,23,4.75,5.1,8.67,31,266,8.31
40,2.04,47,5.7,7.74,4.1,8,83,4.53
39,1.11,30,8.16,9.78,1.82,43,45,1.46
21,7.76,81,7.04,5.37,7.28,48,115,7.51
51,3.76,22,8.84,8.76,2.89,25,226,3.08
23,8.51,70,5.26,4.57,10,90,162,8.6
45,2.94,113,8.6,6.12,5.98,81,286,5.97
48,5.43,71,7.21,7.93,5.77,51,119,5.15
52,1.3,117,5.85,6.51,5.6,87,129,5.95
56,9.05,14,7.93,6.3,10,34,40,10
59,2.6,37,8.77,9.13,3.62,87,233,5.08
40,3.65,27,7.9,8.38,3.72,19,40,6.02
23,5.32,90,4.03,5.78,9.04,42,144,8.46
33,3.44,20,4.05,8.15,4.51,52,122,5.26
19,1.36,107,4.63,6.95,3.95,114,165,5.8
41,1.26,26,8.25,7.43,3.7,107,83,5.05
34,9.6,46,7.75,4.09,10,53,189,9.39
18,3.93,55,7.2,7,5.64,79,57,5.64
23,4.01,110,7.47,5.05,5.7,18,139,5.69
22,9.31,105,7.1,2.58,10,72,140,10
46,8.53,104,5.74,3.3,10,117,186,10
29,7.18,13,7.6,6.26,8.68,80,259,9.73
56,6.93,20,8.68,6.95,6.87,73,83,6.18
20,8.21,13,7.75,5.78,9.56,66,23,10
18,2.52,112,8.34,9.06,2.73,47,219,3.32
44,6.98,106,5.19,4.52,10,103,200,10
41,1.89,69,5.75,7.92,3.91,81,88,4.53
36,2.14,75,6.54,9,1.99,10,91,1.64
25,3.18,27,6.36,7.58,3.87,119,97,5.07
19,7.39,112,6.33,4.25,10,105,203,10
47,9.03,92,7.2,3.86,10,117,149,9.71
47,7.22,36,8.28,6.63,8.8,26,170,7.8
56,4.75,101,8.44,6.17,6.97,67,137,6.93
49,5.62,66,4.75,5.98,7.68,44,133,8.46
18,7.41,32,4.45,6.19,8.4,113,165,7.72
55,6.52,113,5.56,4.07,10,60,66,10
30,5.77,109,7.69,5.95,9.12,34,253,8.78
28,3.13,11,7.97,9.45,2.74,1,294,1
27,6.55,11,5.92,7.75,5.54,9,91,5.04
43,1.17,74,5.55,7.75,4.26,108,241,4.21
37,6.04,91,4.65,3.73,10,19,116,10
34,8.39,50,5.19,6.76,9.75,116,160,8.86
34,2.62,34,4.5,7.14,5.06,94,83,4.6
21,2.03,97,5.52,7.42,2.88,58,122,2.84
22,9.73,85,7.38,4.09,10,107,276,10
40,8.59,102,4.64,1.99,10,100,43,9.95
27,3.72,116,5.61,6.76,7.04,112,74,8.18
45,2.88,86,6.64,8.02,4.96,80,292,3.53
50,4.01,11,5.64,8.27,3.9,90,258,6.37
43,4.88,18,6.2,7.03,6.57,68,263,6.66
46,8.39,94,6.48,3.88,10,17,92,9.49
44,3.15,58,7.88,6.68,3.47,83,228,2.49
35,7.49,116,8.22,4.5,10,68,261,8.8
57,9.36,12,4.96,4.83,10,37,150,9.57
27,4.42,18,5.85,5.34,7.11,104,175,6.88
59,1.23,35,6.88,8.92,3.18,18,142,3.67
22,8.45,85,6.5,5.75,10,110,273,9.6
27,7.38,107,4.4,3.5,10,8,211,9.66
38,2.34,93,5.72,6.93,3.25,114,242,4.06
41,6.37,3,5.14,6.85,7.37,17,274,6.13
55,8.42,12,6.09,4.15,10,53,101,10
20,2.63,83,5.69,6.88,5.91,36,236,7.45
57,3.01,102,7.48,8.06,4.09,63,205,3.94
48,2.82,5,6.01,7.92,4.24,54,153,3.57
58,9.98,43,5.21,2.98,10,111,233,10
54,3.07,75,7.1,7.26,5.98,66,255,5.63
19,3.4,79,7.63,6.31,5.25,91,242,4.31
19,1.43,108,4.54,8.27,5.64,112,286,6.47
56,9.85,80,5.26,4.75,10,2,39,8.25
59,3.22,7,5.04,6.78,6.52,12,236,5.87
51,7.53,32,5.01,7.68,7.86,75,128,5.81
59,1.24,107,8.51,6.7,2.44,109,164,1
37,8.05,51,4.63,4.5,10,4,187,8.59
50,7.76,102,8.36,4.11,10,79,43,10
21,1.76,116,5.97,8.05,3.2,106,282,3.18
28,2.1,75,7.2,9.46,2.82,50,124,4.13
59,3.66,89,6.2,6.26,3.96,18,62,4.14
22,4.19,82,6.99,7.09,3.71,72,169,3.91
42,8.05,12,6.76,7.03,8.45,61,272,7.09
54,1.55,119,6.16,6.56,4.17,26,37,3.32
51,6.85,9,5.38,6.3,7.85,73,160,9.31
26,3.06,33,8.65,8.99,4.22,24,97,4.7
23,4.44,94,8.58,6.56,6.05,53,185,7.23
35,1.02,26,4.36,8.92,1.35,44,59,1.61
31,3.62,57,5.12,6.83,7.8,118,62,7.56
